main_sound,level,hanja,meaning
황,특급Ⅱ,潢,웅덩이
황,특급Ⅱ,璜,패옥
황,특급Ⅱ,簧,생황
황,특급Ⅱ,蝗,황충食苗蟲
황,특급Ⅱ,幌,휘장
황,특급Ⅱ,愰,들뜰
황,특급Ⅱ,晄,밝을
황,특급Ⅱ,隍,해자
황,특급,喤,울음소리
황,특급,堭,해자
황,특급,媓,어머니
회,6급Ⅱ,會,모일
회,4급Ⅱ,回,돌아올
회,4급,灰,재
회,3급Ⅱ,懷,품을
회,3급Ⅱ,悔,뉘우칠
회,2급,廻,돌旋
회,2급,淮,물이름
회,2급,檜,전나무
회,1급,賄,재물
회,1급,誨,가르칠
회,1급,蛔,회충
회,1급,膾,회(膾)
회,1급,繪,그림
회,1급,晦,그믐
회,1급,徊,머뭇거릴
회,1급,恢,넓을
회,특급Ⅱ,匯,물돌아모일
회,특급Ⅱ,澮,봇도랑
회,특급Ⅱ,茴,회향
회,특급Ⅱ,獪,교활할
회,특급,頮,낯씻을
회,특급,洄,거슬러흐를
회,특급,薈,초목무성할
획,3급Ⅱ,獲,얻을
획,3급Ⅱ,劃,그을
획,특급,擭,잡을
횡,3급Ⅱ,橫,가로
횡,특급Ⅱ,鐄,큰쇠북
횡,특급Ⅱ,宖,집울릴
효,7급Ⅱ,孝,효도
효,5급Ⅱ,效,본받을
효,3급,曉,새벽
효,1급,嚆,울릴
효,1급,爻,사귈
효,1급,酵,삭힐
효,1급,哮,성낼
효,특급Ⅱ,驍,날랠
효,특급Ⅱ,斅,가르칠
효,특급Ⅱ,梟,올빼미
효,특급Ⅱ,淆,뒤섞일
효,특급Ⅱ,涍,물이름
효,특급Ⅱ,肴,안주
효,특급,鴞,부엉이
효,특급,効,본받을
효,특급,嘵,두려워할
효,특급,傚,본받을
효,특급,囂,들렐
효,특급,殽,섞일
효,특급,虓,범울부짖을
후,7급Ⅱ,後,뒤
후,4급,厚,두터울
후,4급,候,기후
후,3급,侯,제후
후,2급,喉,목구멍
후,2급,后,임금
후,1급,逅,만날
후,1급,朽,썩을
후,1급,嗅,맡을
후,1급,吼,울부짖을
후,특급Ⅱ,帿,과녁
후,특급Ⅱ,珝,옥이름
후,특급Ⅱ,煦,따스할
후,특급,酗,주정할
후,특급,餱,건량
후,특급,鍭,화살촉
후,특급,詡,자랑할
훈,6급,訓,가르칠
훈,2급,勳,공(功)
훈,2급,熏,불길
훈,2급,薰,향풀
훈,2급,壎,질나팔
훈,1급,暈,무리光環
훈,특급Ⅱ,焄,향내
훈,특급Ⅱ,塤,질나발壎
훈,특급Ⅱ,勛,공勳
훈,특급Ⅱ,燻,연기치밀
훈,특급,纁,분홍빛
훈,특급,鑂,금빛바랠
훙,특급Ⅱ,薨,죽을
훤,1급,喧,지껄일
훤,특급Ⅱ,暄,따뜻할
훤,특급Ⅱ,萱,원추리
훤,특급Ⅱ,煊,밝을
훤,특급,貆,담비새끼
훤,특급,諼,속일
훤,특급,咺,울
훤,특급,諠,지껄일
훼,3급,毁,헐
훼,1급,喙,부리
훼,1급,卉,풀
훼,특급,虺,독사
휘,4급,揮,휘두를
휘,3급,輝,빛날
휘,2급,徽,아름다울
휘,1급,麾,기(旗)
휘,1급,彙,무리
휘,1급,諱,숨길
휘,특급Ⅱ,煇,빛날
휘,특급Ⅱ,暉,햇빛
휘,특급,翬,날개훨훨칠
휴,7급,休,쉴
휴,3급,携,이끌
휴,2급,烋,아름다울
휴,특급Ⅱ,虧,이지러질
휴,특급Ⅱ,畦,밭이랑
휴,특급,觿,뿔송곳
휴,특급,睢,부릅떠볼
휴,특급,咻,지껄일
휴,특급,攜,끌
휼,1급,恤,불쌍할
휼,특급Ⅱ,譎,속일
휼,특급Ⅱ,鷸,도요새
휼,특급,遹,좇을
흉,5급Ⅱ,凶,흉할
흉,3급Ⅱ,胸,가슴
흉,2급,匈,오랑캐
흉,1급,兇,흉악할
흉,1급,洶,용솟음칠
흉,특급,訩,흉악할
흑,5급,黑,검을
흔,1급,欣,기쁠
흔,1급,痕,흔적
흔,특급Ⅱ,昕,해돋을
흔,특급Ⅱ,炘,화끈거릴
흔,특급,釁,틈
흔,특급,忻,기뻐할
흘,특급Ⅱ,屹,산우뚝할
흘,특급Ⅱ,吃,말더듬을
흘,특급Ⅱ,紇,질낮은실
흘,특급Ⅱ,訖,이를至
흘,특급,齕,씹을
흘,특급,迄,이를
흘,특급,汔,거의
흘,특급,仡,날랠
흠,2급,欽,공경할
흠,1급,歆,흠향할
흠,1급,欠,하품
흡,4급Ⅱ,吸,마실
흡,1급,洽,흡족할
흡,1급,恰,흡사할
흡,특급Ⅱ,翕,모을
흡,특급,潝,물빨리흐를
흥,4급Ⅱ,興,일盛
희,4급Ⅱ,希,바랄
희,4급,喜,기쁠
희,3급Ⅱ,稀,드물
희,3급Ⅱ,戲,놀이
희,2급,煕,빛날
희,2급,姬,계집
희,2급,噫,한숨쉴
희,2급,熹,빛날
희,2급,憙,기뻐할
희,2급,嬉,아름다울
희,2급,羲,복희(伏羲)
희,2급,禧,복(福)
희,1급,犧,희생
희,특급Ⅱ,熺,빛날熹
희,특급Ⅱ,凞,화할
희,특급Ⅱ,僖,즐거울
희,특급Ⅱ,囍,쌍희(雙喜)
희,특급Ⅱ,憘,기쁠喜
희,특급Ⅱ,戱,놀이戲
희,특급Ⅱ,晞,마를
희,특급Ⅱ,曦,햇빛
희,특급,饎,주식
희,특급,咥,웃을
희,특급,嘻,탄식하는소리
희,특급,爔,불
희,특급,豨,돼지
희,특급,餼,보낼
희,특급,橲,나무이름
힐,1급,詰,꾸짖을
힐,특급,襭,옷자락에꽂을
